_input,_pageUrl,my_column,my_column/_source,my_column/_text,TEXT_1,INFOEXCLU_TEXT,PIXM_IMAGE,LINK_2/_text,FONT14_NUMBER
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1048166814/,/trouver_logement/detail/1048166814/,972€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,972€,EN LOCATION ICI ET NULLE PART AILLEURS,http://photosv5.century21.fr/imagesBien/202/2550/c21_202_2550_4400_9_CB6B3C9F-B5DC-4896-9EF8-35DEC64114FC.jpg,PARIS 75013 Appartement 3473 m² 2 pièces ,75013
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1107876639/,/trouver_logement/detail/1107876639/,980€ /mois *,980€,,http://photosv5.century21.fr/imagesBien/202/452/c21_202_452_19059_9_DD61E33F-5114-434A-94F7-B61306690E05.jpg,PARIS 75007 Appartement 240 m² 1 pièce ,75007
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1077670017/,/trouver_logement/detail/1077670017/,987€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,987€,EN LOCATION ICI ET NULLE PART AILLEURS,http://photosv5.century21.fr/imagesBien/202/3165/c21_202_3165_48_9_E0A9226F-B260-48BB-ABBF-6509E619F7FF.jpg,PARIS 75013 Appartement 340 m² 2 pièces ,75013
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1095871252/,/trouver_logement/detail/1095871252/,987€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,987€,EN LOCATION ICI ET NULLE PART AILLEURS,http://photosv5.century21.fr/imagesBien/202/2550/c21_202_2550_4469_9_64EA1E0C-F528-443F-97B3-5E107AD5FFD0.jpg,PARIS 75014 Appartement 2766 m² 2 pièces ,75014
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1105375852/,/trouver_logement/detail/1105375852/,987€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,987€,EN LOCATION ICI ET NULLE PART AILLEURS,http://photosv5.century21.fr/imagesBien/202/482/c21_202_482_13178_9_70302A55-A715-4721-AAB8-8FFB89AB0CDD.jpg,PARIS 75019 Appartement 390 m² 2 pièces ,75019
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1110863790/,/trouver_logement/detail/1110863790/,990€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,990€,EN LOCATION ICI ET NULLE PART AILLEURS,http://photosv5.century21.fr/imagesBien/202/3111/c21_202_3111_13088_9_DFD164BB-2459-4910-9F7B-2C765F6E4C68.jpg,PARIS 75017 Appartement 3296 m² 2 pièces ,75017
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1105372947/,/trouver_logement/detail/1105372947/,990€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,990€,EN LOCATION ICI ET NULLE PART AILLEURS,http://photosv5.century21.fr/imagesBien/202/2554/c21_202_2554_8516_9_75DED92B-FA81-498A-9886-D10CEB34C4ED.jpg,PARIS 75014 Appartement 450 m² 1 pièce ,75014
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1104878850/,/trouver_logement/detail/1104878850/,990€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,990€,EN LOCATION ICI ET NULLE PART AILLEURS,http://photosv5.century21.fr/imagesBien/202/2576/trans21_4_202_2576_7251_9_1.jpg,PARIS 75017 Appartement 331 m² 2 pièces ,75017
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1077635332/,/trouver_logement/detail/1077635332/,990€ /mois *,990€,,http://photosv5.century21.fr/imagesBien/202/468/c21_202_468_22702_9_81CD7EE7-9677-4ADB-B125-460741A667E7.jpg,PARIS 75003 Appartement 2898 m² 1 pièce ,75003
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1055089000/,/trouver_logement/detail/1055089000/,990€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,990€,EN LOCATION ICI ET NULLE PART AILLEURS,http://photosv5.century21.fr/imagesBien/202/470/trans21_4_202_470_6804_9_1.jpg,PARIS 75016 Appartement 301 m² 1 pièce ,75016
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-1-90/,http://www.century21.fr/trouver_logement/detail/1105384279/,/trouver_logement/detail/1105384279/,991€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,991€,EN LOCATION ICI ET NULLE PART AILLEURS,http://photosv5.century21.fr/imagesBien/202/2434/c21_202_2434_8880_9_CE3B1066-82EE-4142-9A5C-90C0CFFDC9B5.jpg,PARIS 75020 Appartement 260 m² 1 pièce ,75020
